"new_key","survey_number","nhdid","gear2","effort_new","fish_count_new","year","day_of_year","secchi_m","lake_area_m2","maxdepth_m","ws_forest_prop","ws_wetland_prop","surface_temp_c","FMU_Code","LONG_DD","LAT_DD"
"3-153",11037,152517590,"GILL",6,1,2016,144,3.65853658536585,975339.732103112,15.24,0.15564,0.14571,29.011,"MI-MSM",-85.86454,42.59249
"3-153",11037,152517590,"SEINE",4,0,2016,144,3.65853658536585,975339.732103112,15.24,0.15564,0.14571,29.011,"MI-MSM",-85.86454,42.59249
"3-153",11037,152517590,"SHOCK",30,43,2016,130,3.65853658536585,975339.732103112,15.24,0.15564,0.14571,29.011,"MI-MSM",-85.86454,42.59249
"3-178",6912,152274829,"FT_NET",18,88,2007,127,2.59146341463415,1531940.4245073,10.67,0.08973,0.10204,26,"MI-MSM",-86.13009,42.57971
"3-178",6912,152274829,"GILL",6,16,2007,127,2.59146341463415,1531940.4245073,10.67,0.08973,0.10204,26,"MI-MSM",-86.13009,42.57971
"3-178",6912,152274829,"SEINE",4,0,2007,151,2.59146341463415,1531940.4245073,10.67,0.08973,0.10204,26,"MI-MSM",-86.13009,42.57971
"3-178",6912,152274829,"SHOCK",30,70,2007,151,2.59146341463415,1531940.4245073,10.67,0.08973,0.10204,26,"MI-MSM",-86.13009,42.57971
"3-297",8548,52568,"FT_NET",15,14,2010,137,0.76219512195122,1256766.27412893,NA,0.14749,0.01657,24.572,"MI-MSM",-86.20704,42.65054
"3-297",8548,52568,"GILL",6,0,2010,137,0.76219512195122,1256766.27412893,NA,0.14749,0.01657,24.572,"MI-MSM",-86.20704,42.65054
"3-297",8548,52568,"SEINE",4,0,2010,146,0.76219512195122,1256766.27412893,NA,0.14749,0.01657,24.572,"MI-MSM",-86.20704,42.65054
"3-297",8548,52568,"SHOCK",30,3,2010,146,0.76219512195122,1256766.27412893,NA,0.14749,0.01657,24.572,"MI-MSM",-86.20704,42.65054
"3-63",8542,152517912,"FT_NET",18,30,2010,130,1.06707317073171,563948.911011291,11.89,0.28634,0.12443,26.161,"MI-MSM",-85.90204,42.42638
"3-63",8542,152517912,"GILL",6,9,2010,130,1.06707317073171,563948.911011291,11.89,0.28634,0.12443,26.161,"MI-MSM",-85.90204,42.42638
"3-63",8542,152517912,"SEINE",4,5,2010,144,1.06707317073171,563948.911011291,11.89,0.28634,0.12443,26.161,"MI-MSM",-85.90204,42.42638
"3-63",8542,152517912,"SHOCK",30,53,2010,172,1.06707317073171,563948.911011291,11.89,0.28634,0.12443,26.161,"MI-MSM",-85.90204,42.42638
"3-71",6924,152274857,"FT_NET",12,18,2007,141,1.69817073170732,695501.715835053,9.15,0.52431,0.10762,26.5,"MI-MSM",-86.04009,42.43499
"3-71",6924,152274857,"GILL",6,6,2007,141,1.69817073170732,695501.715835053,9.15,0.52431,0.10762,26.5,"MI-MSM",-86.04009,42.43499
"3-71",6924,152274857,"SEINE",4,2,2007,150,1.69817073170732,695501.715835053,9.15,0.52431,0.10762,26.5,"MI-MSM",-86.04009,42.43499
"3-71",6924,152274857,"SHOCK",40,29,2007,150,1.69817073170732,695501.715835053,9.15,0.52431,0.10762,26.5,"MI-MSM",-86.04009,42.43499
"30-222",11038,155636850,"FT_NET",9,8,2016,123,3.35365853658537,191540.035894946,NA,0.08051,0.48994,25.778,"MI-MSM",-84.59565,41.88582
"30-222",11038,155636850,"GILL",4,3,2016,123,3.35365853658537,191540.035894946,NA,0.08051,0.48994,25.778,"MI-MSM",-84.59565,41.88582
"30-222",11038,155636850,"SEINE",1,3,2016,126,3.35365853658537,191540.035894946,NA,0.08051,0.48994,25.778,"MI-MSM",-84.59565,41.88582
"30-222",11038,155636850,"SHOCK",30,31,2016,126,3.35365853658537,191540.035894946,NA,0.08051,0.48994,25.778,"MI-MSM",-84.59565,41.88582
"30-245",8912,150994111,"FT_NET",9,6,2011,136,3.73475609756098,465182.655497552,19.51,0.09011,0.0476,28.661,"MI-MER",-84.52981,41.82888
"30-245",8912,150994111,"GILL",4,2,2011,136,3.73475609756098,465182.655497552,19.51,0.09011,0.0476,28.661,"MI-MER",-84.52981,41.82888
"30-245",8912,150994111,"SEINE",4,4,2011,158,3.73475609756098,465182.655497552,19.51,0.09011,0.0476,28.661,"MI-MER",-84.52981,41.82888
"30-245",8912,150994111,"SHOCK",30,69,2011,158,3.73475609756098,465182.655497552,19.51,0.09011,0.0476,28.661,"MI-MER",-84.52981,41.82888
"30-259",10964,150994099,"FT_NET",9,0,2016,137,3.65853658536585,422688.397879487,15.55,0.20287,0.19029,27.172,"MI-MER",-84.68092,41.8686
"30-259",10964,150994099,"GILL",2,0,2016,137,3.65853658536585,422688.397879487,15.55,0.20287,0.19029,27.172,"MI-MER",-84.68092,41.8686
"30-259",10964,150994099,"SEINE",4,0,2016,161,3.65853658536585,422688.397879487,15.55,0.20287,0.19029,27.172,"MI-MER",-84.68092,41.8686
"30-259",10964,150994099,"SHOCK",30,22,2016,161,3.65853658536585,422688.397879487,15.55,0.20287,0.19029,27.172,"MI-MER",-84.68092,41.8686
"30-278",11914,155637094,"FT_NET",9,35,2018,127,2.28658536585366,861572.959006111,NA,0.20951,0.18434,26.45,"MI-MSM",-84.79676,41.87332
"30-278",11914,155637094,"GILL",4,4,2018,127,2.28658536585366,861572.959006111,NA,0.20951,0.18434,26.45,"MI-MSM",-84.79676,41.87332
"30-278",11914,155637094,"SEINE",4,1,2018,130,2.28658536585366,861572.959006111,NA,0.20951,0.18434,26.45,"MI-MSM",-84.79676,41.87332
"30-278",11914,155637094,"SHOCK",30,77,2018,136,2.28658536585366,861572.959006111,NA,0.20951,0.18434,26.45,"MI-MSM",-84.79676,41.87332
"31-1164",12047,116542581,"FT_NET",12,0,2019,161,1.21951219512195,2644775.20820687,1.83,0.54825,0.40047,22.044,"MI-MWS",-88.28482,47.1636
"31-1164",12047,116542581,"GILL",4,0,2019,161,1.21951219512195,2644775.20820687,1.83,0.54825,0.40047,22.044,"MI-MWS",-88.28482,47.1636
"31-1164",12047,116542581,"SEINE",5,0,2019,162,1.21951219512195,2644775.20820687,1.83,0.54825,0.40047,22.044,"MI-MWS",-88.28482,47.1636
"31-1164",12047,116542581,"SHOCK",30,0,2019,169,1.21951219512195,2644775.20820687,1.83,0.54825,0.40047,22.044,"MI-MWS",-88.28482,47.1636
"31-1178",7105,116542605,"FT_NET",24,0,2007,155,NA,9713184.75982356,NA,0.58261,0.07823,NA,"MI-MWS",-88.4251,47.15832
"31-1178",7105,116542605,"GILL",7,0,2007,156,NA,9713184.75982356,NA,0.58261,0.07823,NA,"MI-MWS",-88.4251,47.15832
"31-1178",7105,116542605,"SEINE",7,0,2007,162,NA,9713184.75982356,NA,0.58261,0.07823,NA,"MI-MWS",-88.4251,47.15832
"31-1178",7105,116542605,"SHOCK",40.85,0,2007,207,NA,9713184.75982356,NA,0.58261,0.07823,NA,"MI-MWS",-88.4251,47.15832
"31-263",9895,117627381,"FT_NET",9,0,2013,161,4.26829268292683,111888.631378738,16.46,0.9051,0.0287,21.111,"MI-MWS",-88.75454,46.55804
"31-263",9895,117627381,"GILL",4,0,2013,161,4.26829268292683,111888.631378738,16.46,0.9051,0.0287,21.111,"MI-MWS",-88.75454,46.55804
"31-263",9895,117627381,"SEINE",2,0,2013,164,4.26829268292683,111888.631378738,16.46,0.9051,0.0287,21.111,"MI-MWS",-88.75454,46.55804
"31-585",5375,123390259,"FT_NET",12,0,2004,166,1.25762195121951,525856.734247906,NA,0.71535,0.20707,23.561,"MI-MWS",-88.90871,46.66582
"31-585",5375,123390259,"GILL",2,0,2004,167,1.25762195121951,525856.734247906,NA,0.71535,0.20707,23.561,"MI-MWS",-88.90871,46.66582
"31-585",5375,123390259,"SEINE",4,0,2004,167,1.25762195121951,525856.734247906,NA,0.71535,0.20707,23.561,"MI-MWS",-88.90871,46.66582
"31-585",5375,123390259,"SHOCK",47.65,0,2004,204,1.25762195121951,525856.734247906,NA,0.71535,0.20707,23.561,"MI-MWS",-88.90871,46.66582
"31-760",7170,117626013,"FT_NET",9,1,2007,134,NA,334366.126178625,15.55,0.91217,0.04979,NA,"MI-MWS",-88.84482,46.83471
"31-760",7170,117626013,"GILL",4,0,2007,135,NA,334366.126178625,15.55,0.91217,0.04979,NA,"MI-MWS",-88.84482,46.83471
"31-760",7170,117626013,"SEINE",3,1,2007,137,NA,334366.126178625,15.55,0.91217,0.04979,NA,"MI-MWS",-88.84482,46.83471
"31-760",7170,117626013,"SHOCK",30.8,3,2007,204,NA,334366.126178625,15.55,0.91217,0.04979,NA,"MI-MWS",-88.84482,46.83471
"31-767",7167,117625857,"FT_NET",11,1,2007,134,NA,408163.886528267,6.1,0.71795,0.21539,NA,"MI-MWS",-88.87093,46.85137
"31-767",7167,117625857,"GILL",4,1,2007,135,NA,408163.886528267,6.1,0.71795,0.21539,NA,"MI-MWS",-88.87093,46.85137
"31-767",7167,117625857,"SEINE",4,3,2007,137,NA,408163.886528267,6.1,0.71795,0.21539,NA,"MI-MWS",-88.87093,46.85137
"31-767",7167,117625857,"SHOCK",35.41666667,17,2007,204,NA,408163.886528267,6.1,0.71795,0.21539,NA,"MI-MWS",-88.87093,46.85137
"31-825",8491,117625661,"FT_NET",14,0,2010,137,2.74390243902439,3637906.43600016,9.45,0.78477,0.03773,27.167,"MI-MWS",-88.57371,46.91332
"31-825",8491,117625661,"GILL",6,0,2010,137,2.74390243902439,3637906.43600016,9.45,0.78477,0.03773,27.167,"MI-MWS",-88.57371,46.91332
"31-825",8491,117625661,"SEINE",5,0,2010,137,2.74390243902439,3637906.43600016,9.45,0.78477,0.03773,27.167,"MI-MWS",-88.57371,46.91332
"31-825",8491,117625661,"SHOCK",40.26666667,0,2010,146,2.74390243902439,3637906.43600016,9.45,0.78477,0.03773,27.167,"MI-MWS",-88.57371,46.91332
"31-909",7169,116543277,"FT_NET",12,0,2007,128,4.05487804878049,1427396.20290559,12.2,0.87298,0.05957,21.283,"MI-MWS",-88.83121,46.89915
"31-909",7169,116543277,"GILL",4,0,2007,129,4.05487804878049,1427396.20290559,12.2,0.87298,0.05957,21.283,"MI-MWS",-88.83121,46.89915
"31-909",7169,116543277,"SEINE",4,0,2007,138,4.05487804878049,1427396.20290559,12.2,0.87298,0.05957,21.283,"MI-MWS",-88.83121,46.89915
"31-909",7169,116543277,"SHOCK",41.63333333,9,2007,205,4.05487804878049,1427396.20290559,12.2,0.87298,0.05957,21.283,"MI-MWS",-88.83121,46.89915
"31-915",7168,116543343,"FT_NET",15,1,2007,128,NA,1046112.63162155,12.2,0.77974,0.06542,NA,"MI-MWS",-88.85121,46.88971
"31-915",7168,116543343,"GILL",2,0,2007,129,NA,1046112.63162155,12.2,0.77974,0.06542,NA,"MI-MWS",-88.85121,46.88971
"31-915",7168,116543343,"SEINE",2,0,2007,138,NA,1046112.63162155,12.2,0.77974,0.06542,NA,"MI-MWS",-88.85121,46.88971
"31-915",7168,116543343,"SHOCK",30.5,22,2007,205,NA,1046112.63162155,12.2,0.77974,0.06542,NA,"MI-MWS",-88.85121,46.88971
"31-993",7106,116542683,"FT_NET",30,0,2007,155,NA,1512096.60839302,NA,0.43614,0.1799,NA,"MI-MWS",-88.49704,47.06637
"31-993",7106,116542683,"GILL",18,0,2007,155,NA,1512096.60839302,NA,0.43614,0.1799,NA,"MI-MWS",-88.49704,47.06637
"31-993",7106,116542683,"SEINE",10,0,2007,155,NA,1512096.60839302,NA,0.43614,0.1799,NA,"MI-MWS",-88.49704,47.06637
"31-993",7106,116542683,"SHOCK",48.01666667,2,2007,208,NA,1512096.60839302,NA,0.43614,0.1799,NA,"MI-MWS",-88.49704,47.06637
"32-5",8827,152237832,"FT_NET",13,7,2011,151,1.21951219512195,3826162.75504836,NA,0.0355,0.70952,22.506,"MI-MSH",-83.1776,43.96388
"34-69",8736,152707582,"FT_NET",9,41,2010,165,2.13414634146341,282255.494233337,6.4,0.10974,0.2967,26.089,"MI-MSM",-85.06232,43.08138
"34-69",8736,152707582,"GILL",6,13,2010,165,2.13414634146341,282255.494233337,6.4,0.10974,0.2967,26.089,"MI-MSM",-85.06232,43.08138
"34-69",8736,152707582,"SEINE",3,59,2010,173,2.13414634146341,282255.494233337,6.4,0.10974,0.2967,26.089,"MI-MSM",-85.06232,43.08138
"34-69",8736,152707582,"SHOCK",30,57,2010,173,2.13414634146341,282255.494233337,6.4,0.10974,0.2967,26.089,"MI-MSM",-85.06232,43.08138
"34-73",11036,152707507,"FT_NET",9,11,2016,158,2.13414634146341,1441640.06960463,17.38,0.32615,0.29268,27.539,"MI-MSM",-85.12259,43.11332
"34-73",11036,152707507,"GILL",4,11,2016,158,2.13414634146341,1441640.06960463,17.38,0.32615,0.29268,27.539,"MI-MSM",-85.12259,43.11332
"34-73",11036,152707507,"SEINE",7,2,2016,158,2.13414634146341,1441640.06960463,17.38,0.32615,0.29268,27.539,"MI-MSM",-85.12259,43.11332
"34-73",11036,152707507,"SHOCK",30,48,2016,161,2.13414634146341,1441640.06960463,17.38,0.32615,0.29268,27.539,"MI-MSM",-85.12259,43.11332
"35-104",11689,118253477,"FT_NET",15,9,2018,176,2.98780487804878,728408.784347052,4.27,0.33794,0.44076,24.467,"MI-MSH",-83.86954,44.3486
"35-104",11689,118253477,"GILL",4,9,2018,176,2.98780487804878,728408.784347052,4.27,0.33794,0.44076,24.467,"MI-MSH",-83.86954,44.3486
"35-104",11689,118253477,"SEINE",4,7,2018,176,2.98780487804878,728408.784347052,4.27,0.33794,0.44076,24.467,"MI-MSH",-83.86954,44.3486
"35-104",11689,118253477,"SHOCK",30,18,2018,178,2.98780487804878,728408.784347052,4.27,0.33794,0.44076,24.467,"MI-MSH",-83.86954,44.3486
"35-105",10988,118253443,"FT_NET",9,3,2016,159,2.5,797360.150540245,4.88,0.2859,0.22304,24.15,"MI-MSH",-83.87926,44.35416
"35-105",10988,118253443,"GILL",4,3,2016,158,2.5,797360.150540245,4.88,0.2859,0.22304,24.15,"MI-MSH",-83.87926,44.35416
"35-105",10988,118253443,"SEINE",4,0,2016,159,2.5,797360.150540245,4.88,0.2859,0.22304,24.15,"MI-MSH",-83.87926,44.35416
"35-105",10988,118253443,"SHOCK",30,19,2016,160,2.5,797360.150540245,4.88,0.2859,0.22304,24.15,"MI-MSH",-83.87926,44.35416
"35-109",11363,118253341,"FT_NET",11,49,2017,135,2.6219512195122,869895.582938772,4.57,0.28921,0.46059,16.75,"MI-MSH",-83.64954,44.34721
"35-109",11363,118253341,"GILL",4,2,2017,135,2.6219512195122,869895.582938772,4.57,0.28921,0.46059,16.75,"MI-MSH",-83.64954,44.34721
"35-109",11363,118253341,"SEINE",2,0,2017,135,2.6219512195122,869895.582938772,4.57,0.28921,0.46059,16.75,"MI-MSH",-83.64954,44.34721
"35-109",11363,118253341,"SHOCK",30,25,2017,142,2.6219512195122,869895.582938772,4.57,0.28921,0.46059,16.75,"MI-MSH",-83.64954,44.34721
"35-176",11729,83977267,"FT_NET",12,20,2018,141,3.56707317073171,342271.477682004,5.49,0.7046,0.03163,23.333,"MI-MNH",-83.84954,44.48582
"35-176",11729,83977267,"GILL",4,1,2018,141,3.56707317073171,342271.477682004,5.49,0.7046,0.03163,23.333,"MI-MNH",-83.84954,44.48582
"35-176",11729,83977267,"SEINE",3,0,2018,143,3.56707317073171,342271.477682004,5.49,0.7046,0.03163,23.333,"MI-MNH",-83.84954,44.48582
"35-176",11729,83977267,"SHOCK",30,46,2018,170,3.56707317073171,342271.477682004,5.49,0.7046,0.03163,23.333,"MI-MNH",-83.84954,44.48582
"35-199",7556,83977413,"FT_NET",14,8,2008,126,2.74390243902439,2408048.8203634,NA,0.62182,0.23617,NA,"MI-MNH",-83.72232,44.46332
"35-199",7556,83977413,"GILL",6,0,2008,126,2.74390243902439,2408048.8203634,NA,0.62182,0.23617,NA,"MI-MNH",-83.72232,44.46332
"35-200",10957,83977399,"FT_NET",12,1,2016,172,2.98780487804878,900099.98745498,NA,0.71053,0.16383,23.444,"MI-MNH",-83.67721,44.45588
"35-200",10957,83977399,"GILL",4,0,2016,172,2.98780487804878,900099.98745498,NA,0.71053,0.16383,23.444,"MI-MNH",-83.67721,44.45588
"35-200",10957,83977399,"SEINE",4,0,2016,173,2.98780487804878,900099.98745498,NA,0.71053,0.16383,23.444,"MI-MNH",-83.67721,44.45588
"35-200",10957,83977399,"SHOCK",40,0,2016,179,2.98780487804878,900099.98745498,NA,0.71053,0.16383,23.444,"MI-MNH",-83.67721,44.45588
"35-201",7559,83977435,"FT_NET",20,8,2008,161,6.55487804878049,6640980.87491401,NA,0.55335,0.28562,22.328,"MI-MNH",-83.57251,44.47257
"35-201",7559,83977435,"GILL",9,1,2008,161,6.55487804878049,6640980.87491401,NA,0.55335,0.28562,22.328,"MI-MNH",-83.57251,44.47257
"35-219",8524,83977123,"FT_NET",11,2,2010,144,3.04878048780488,5720292.12901137,NA,0.28996,0.0394,25.872,"MI-MNH",-83.35982,44.47221
"35-219",8524,83977123,"GILL",9,0,2010,144,3.04878048780488,5720292.12901137,NA,0.28996,0.0394,25.872,"MI-MNH",-83.35982,44.47221
"35-219",8524,83977123,"SHOCK",30,10,2010,195,3.04878048780488,5720292.12901137,NA,0.28996,0.0394,25.872,"MI-MNH",-83.35982,44.47221
"35-4",11364,118253341,"FT_NET",11,47,2017,135,2.34756097560976,869895.582938772,3.96,0.28921,0.46059,19.839,"MI-MSH",-83.6601,44.33943
"35-4",11364,118253341,"GILL",4,3,2017,135,2.34756097560976,869895.582938772,3.96,0.28921,0.46059,19.839,"MI-MSH",-83.6601,44.33943
"35-4",11364,118253341,"SEINE",1,0,2017,135,2.34756097560976,869895.582938772,3.96,0.28921,0.46059,19.839,"MI-MSH",-83.6601,44.33943
"35-4",11364,118253341,"SHOCK",30,82,2017,142,2.34756097560976,869895.582938772,3.96,0.28921,0.46059,19.839,"MI-MSH",-83.6601,44.33943
"35-5",7333,118253529,"FT_NET",9,79,2008,148,2.13414634146341,166613.679980575,5.18,0.42654,0.10012,21.322,"MI-MSH",-83.66676,44.33055
"35-5",7333,118253529,"GILL",2,2,2008,149,2.13414634146341,166613.679980575,5.18,0.42654,0.10012,21.322,"MI-MSH",-83.66676,44.33055
"35-5",7333,118253529,"SEINE",2,0,2008,148,2.13414634146341,166613.679980575,5.18,0.42654,0.10012,21.322,"MI-MSH",-83.66676,44.33055
"35-5",7333,118253529,"SHOCK",30.6,13,2008,164,2.13414634146341,166613.679980575,5.18,0.42654,0.10012,21.322,"MI-MSH",-83.66676,44.33055
"35-54",11688,120020697,"FT_NET",18,0,2018,155,1.21951219512195,6569658.23722229,NA,0.29735,0.53429,24.439,"MI-MSH",-83.48593,44.31332
"35-54",11688,120020697,"SHOCK",30,6,2018,157,1.21951219512195,6569658.23722229,NA,0.29735,0.53429,24.439,"MI-MSH",-83.48593,44.31332
"35-9",12011,118253593,"FT_NET",13,9,2019,140,2.16463414634146,993231.35850431,7.62,0.32119,0.01427,23.5,"MI-MSH",-83.68093,44.32555
"35-9",12011,118253593,"GILL",4,2,2019,140,2.16463414634146,993231.35850431,7.62,0.32119,0.01427,23.5,"MI-MSH",-83.68093,44.32555
"35-9",12011,118253593,"SEINE",4,0,2019,140,2.16463414634146,993231.35850431,7.62,0.32119,0.01427,23.5,"MI-MSH",-83.68093,44.32555
"35-9",12011,118253593,"SHOCK",30,3,2019,143,2.16463414634146,993231.35850431,7.62,0.32119,0.01427,23.5,"MI-MSH",-83.68093,44.32555
"35-95",8829,118252887,"FT_NET",14,63,2011,157,4.26829268292683,1675680.58071304,39.02,0.62871,0.16417,26.011,"MI-MSH",-83.82371,44.40971
"35-95",8829,118252887,"GILL",2,0,2011,157,4.26829268292683,1675680.58071304,39.02,0.62871,0.16417,26.011,"MI-MSH",-83.82371,44.40971
"35-95",8829,118252887,"SEINE",4,0,2011,157,4.26829268292683,1675680.58071304,39.02,0.62871,0.16417,26.011,"MI-MSH",-83.82371,44.40971
"35-95",8829,118252887,"SHOCK",28.8,12,2011,158,4.26829268292683,1675680.58071304,39.02,0.62871,0.16417,26.011,"MI-MSH",-83.82371,44.40971
"35-96",12016,118252855,"FT_NET",15,7,2019,154,4.81707317073171,1963145.66792117,18.9,0.33495,0.39036,24.278,"MI-MSH",-83.85399,44.41499
"35-96",12016,118252855,"GILL",4,1,2019,154,4.81707317073171,1963145.66792117,18.9,0.33495,0.39036,24.278,"MI-MSH",-83.85399,44.41499
"35-96",12016,118252855,"SEINE",4,0,2019,154,4.81707317073171,1963145.66792117,18.9,0.33495,0.39036,24.278,"MI-MSH",-83.85399,44.41499
"35-96",12016,118252855,"SHOCK",30,30,2019,162,4.81707317073171,1963145.66792117,18.9,0.33495,0.39036,24.278,"MI-MSH",-83.85399,44.41499
"36-132",12044,111864605,"FT_NET",12,42,2019,154,5.18292682926829,1707399.79725628,17.38,0.71677,0.17978,19.556,"MI-MNM",-88.44621,46.06582
"36-132",12044,111864605,"GILL",4,0,2019,154,5.18292682926829,1707399.79725628,17.38,0.71677,0.17978,19.556,"MI-MNM",-88.44621,46.06582
"36-132",12044,111864605,"SEINE",3,3,2019,155,5.18292682926829,1707399.79725628,17.38,0.71677,0.17978,19.556,"MI-MNM",-88.44621,46.06582
"36-132",12044,111864605,"SHOCK",30,74,2019,171,5.18292682926829,1707399.79725628,17.38,0.71677,0.17978,19.556,"MI-MNM",-88.44621,46.06582
"36-132",12048,111864605,"FT_NET",12,42,2019,154,4.57317073170732,1707399.79725628,17.38,0.71677,0.17978,19.5,"MI-MNM",-88.44621,46.06582
"36-132",12048,111864605,"GILL",2,0,2019,154,4.57317073170732,1707399.79725628,17.38,0.71677,0.17978,19.5,"MI-MNM",-88.44621,46.06582
"36-132",12048,111864605,"SEINE",2,3,2019,155,4.57317073170732,1707399.79725628,17.38,0.71677,0.17978,19.5,"MI-MNM",-88.44621,46.06582
"36-137",8113,111861285,"FT_NET",12,1,2009,173,10.9756097560976,4380682.42887783,34.76,0.70362,0.15236,21.661,"MI-MNM",-88.50593,46.05693
"36-137",8113,111861285,"GILL",3,0,2009,173,10.9756097560976,4380682.42887783,34.76,0.70362,0.15236,21.661,"MI-MNM",-88.50593,46.05693
"36-137",8113,111861285,"SEINE",3,0,2009,175,10.9756097560976,4380682.42887783,34.76,0.70362,0.15236,21.661,"MI-MNM",-88.50593,46.05693
"36-137",8113,111861285,"SHOCK",30,1,2009,148,10.9756097560976,4380682.42887783,34.76,0.70362,0.15236,21.661,"MI-MNM",-88.50593,46.05693
"36-138",4732,111861321,"FT_NET",14,2,2004,173,NA,796148.881874469,10.98,0.83391,0.04839,24.278,"MI-MNM",-88.49676,46.04249
"36-138",4732,111861321,"GILL",4,3,2004,173,NA,796148.881874469,10.98,0.83391,0.04839,24.278,"MI-MNM",-88.49676,46.04249
"36-138",4732,111861321,"SEINE",3,0,2004,175,NA,796148.881874469,10.98,0.83391,0.04839,24.278,"MI-MNM",-88.49676,46.04249
"36-138",4732,111861321,"SHOCK",30,93,2004,194,NA,796148.881874469,10.98,0.83391,0.04839,24.278,"MI-MNM",-88.49676,46.04249
"36-1488",5352,117627709,"FT_NET",18,0,2003,160,NA,209980.889361013,6.4,0.62695,0.08777,NA,"MI-MWS",-88.68593,46.41471
"36-1488",5352,117627709,"GILL",4,0,2003,161,NA,209980.889361013,6.4,0.62695,0.08777,NA,"MI-MWS",-88.68593,46.41471
"36-1488",5352,117627709,"SEINE",3,0,2003,162,NA,209980.889361013,6.4,0.62695,0.08777,NA,"MI-MWS",-88.68593,46.41471
"36-1529",6507,117627737,"FT_NET",24,0,2006,163,1.52439024390244,4200246.54202582,4.27,0.63603,0.32627,22.061,"MI-MWS",-88.66177,46.36221
"36-1529",6507,117627737,"GILL",2,0,2006,163,1.52439024390244,4200246.54202582,4.27,0.63603,0.32627,22.061,"MI-MWS",-88.66177,46.36221
"36-1529",6507,117627737,"SHOCK",30.7,1,2006,234,1.52439024390244,4200246.54202582,4.27,0.63603,0.32627,22.061,"MI-MWS",-88.66177,46.36221
"36-1536",11780,10866,"FT_NET",12,0,2018,155,3.96341463414634,260599.292825058,11.28,0.66375,0.26801,21.667,"MI-MWS",-88.72093,46.3536
"36-1536",11780,10866,"GILL",6,0,2018,155,3.96341463414634,260599.292825058,11.28,0.66375,0.26801,21.667,"MI-MWS",-88.72093,46.3536
"36-1536",11780,10866,"SHOCK",30,0,2018,171,3.96341463414634,260599.292825058,11.28,0.66375,0.26801,21.667,"MI-MWS",-88.72093,46.3536
"36-17",9371,111861517,"FT_NET",16,6,2012,149,6.25,443071.344340577,16.77,0.66366,0.22784,23.389,"MI-MNM",-88.33149,45.98415
"36-17",9371,111861517,"GILL",2,0,2012,149,6.25,443071.344340577,16.77,0.66366,0.22784,23.389,"MI-MNM",-88.33149,45.98415
"36-17",9371,111861517,"SEINE",4,0,2012,152,6.25,443071.344340577,16.77,0.66366,0.22784,23.389,"MI-MNM",-88.33149,45.98415
"36-17",9371,111861517,"SHOCK",29.55,29,2012,193,6.25,443071.344340577,16.77,0.66366,0.22784,23.389,"MI-MNM",-88.33149,45.98415
"36-174",8125,111861361,"FT_NET",10,0,2009,166,6.09756097560976,396644.212496459,17.07,0.80889,0.0637,21.483,"MI-MNM",-88.72315,46.04332
"36-174",8125,111861361,"GILL",2,0,2009,166,6.09756097560976,396644.212496459,17.07,0.80889,0.0637,21.483,"MI-MNM",-88.72315,46.04332
"36-174",8125,111861361,"SEINE",4,0,2009,168,6.09756097560976,396644.212496459,17.07,0.80889,0.0637,21.483,"MI-MNM",-88.72315,46.04332
"36-190",8566,111861293,"FT_NET",24,1,2010,143,6.70731707317073,2282152.45558658,16.16,0.70244,0.12364,NA,"MI-MNM",-88.77982,46.05971
"36-190",8566,111861293,"GILL",2,0,2010,145,6.70731707317073,2282152.45558658,16.16,0.70244,0.12364,NA,"MI-MNM",-88.77982,46.05971
"36-190",8566,111861293,"SEINE",5,0,2010,146,6.70731707317073,2282152.45558658,16.16,0.70244,0.12364,NA,"MI-MNM",-88.77982,46.05971
"36-190",8566,111861293,"SHOCK",30,8,2010,140,6.70731707317073,2282152.45558658,16.16,0.70244,0.12364,NA,"MI-MNM",-88.77982,46.05971
"36-1936",4134,123393951,"FT_NET",18,1,2003,167,4.26829268292683,496088.112176763,11.59,0.61879,0.29595,23.817,"MI-MWS",-88.87804,46.38528
"36-1936",4134,123393951,"GILL",4,3,2003,167,4.26829268292683,496088.112176763,11.59,0.61879,0.29595,23.817,"MI-MWS",-88.87804,46.38528
"36-1936",4134,123393951,"SEINE",2,14,2003,170,4.26829268292683,496088.112176763,11.59,0.61879,0.29595,23.817,"MI-MWS",-88.87804,46.38528
"36-1936",4134,123393951,"SHOCK",30,21,2003,189,4.26829268292683,496088.112176763,11.59,0.61879,0.29595,23.817,"MI-MWS",-88.87804,46.38528
"36-2",11456,110736763,"FT_NET",18,1,2017,163,2.74390243902439,1939988.7483307,NA,0.83206,0.13122,22.222,"MI-MNM",-88.19692,45.95601
"36-2",11456,110736763,"GILL",9,0,2017,163,2.74390243902439,1939988.7483307,NA,0.83206,0.13122,22.222,"MI-MNM",-88.19692,45.95601
"36-2",11456,110736763,"SEINE",6,0,2017,165,2.74390243902439,1939988.7483307,NA,0.83206,0.13122,22.222,"MI-MNM",-88.19692,45.95601
"36-2",11456,110736763,"SHOCK",30,2,2017,194,2.74390243902439,1939988.7483307,NA,0.83206,0.13122,22.222,"MI-MNM",-88.19692,45.95601
"36-204",7522,110736531,"FT_NET",29,0,2008,181,3.35365853658537,22015530.4398851,NA,0.7104,0.13538,22.172,"MI-MNM",-88.23498,46.15992
