"IHDID","WL_KM2","WL_CARL1","WL_CARL2","WL_CARL3","WL_CARL4","WL_CARL6","WL_CARL7","WL_CARL8","WL_CARL9","WL_CARLND","WL_NLCD11","WL_NLCD21","WL_NLCD22","WL_NLCD23","WL_NLCD24","WL_NLCD31","WL_NLCD41","WL_NLCD42","WL_NLCD43","WL_NLCD52","WL_NLCD71","WL_NLCD81","WL_NLCD82","WL_NLCD90","WL_NLCD95","WL_NLCDND","WL_QGEO1","WL_QGEO2","WL_QGEO3","WL_QGEO4","WL_QGEO5","WL_QGEO6","WL_QGEO7","WL_QGEO8","WL_QGEO9","WL_QGEO10","WL_QGEO12","WL_QGEO15","WL_QGEO18","WL_QGEO21","WL_QGEO29","WL_QGEO99","WL_QGEOND","WL_SLOPE","WL_ELEVMEAN","WL_ELEVMIN","WL_ELEVMAX"
113236377,0.113,0,1,0,0,0,0,0,0,0,0.10885,0,0,0,0,0,0,0.20442,0.08142,0,0,0,0,0.52389,0.08142,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.81,231.626992,229.16,244.85
113236507,19.8193,3e-05,0,0,0,0,0.3086,0,0,0.69137,8e-05,0.02983,0.01245,0.00103,0.00018,0.01019,0.61936,0.02577,0.02544,0.00657,0.17187,0.07437,0.02048,0.00182,0.00056,0,0,0,0,0.75328,0,0,0,0,0,0.24672,0,0,0,0,0,0,0,1.04,229.506992,216.98,246.54
113236523,3.7134,0,0,0,0,0,0.76394,0,0,0.23606,0.00724,0.06215,0.00864,0.01336,0.00272,0,0.15856,0.36465,0.05397,0.00603,0.19831,0,0,0.10497,0.01939,1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.94,222.134004,214.65,229.01
113236525,0.9382,0,0,0,0,0,1,0,0,0,0.01386,0.07195,0,0,0,0.00735,0.00256,0.43253,0.02313,0.01716,0.27681,0,0,0.10552,0.04914,-1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.48,216.853008,213.01,228.39
113236565,1.1097,0,0,0,0,0,0,0,0,1,0.01667,0.04398,0.02388,0.00415,0,0.00036,0.19465,0.31486,0.06308,0.021,0.11895,0.04362,0,0.11102,0.0438,-2e-05,0,0,0,0,0,0,0,0,0,0.76759,0,0.23241,0,0,0,0,0,0.76,215.376992,210.98,219.48
113236573,5.1067,0,0.6269,0,0,0,0,0,0,0.3731,0.07422,0.02792,0.02168,0.00409,0,0.00106,0.08236,0.09037,0.02044,0.02665,0.00975,0.06805,0,0.54722,0.02618,1e-05,0.1763,0,0,0,0,0,0.22324,0,0,0.50353,0,0.09693,0,0,0,0,0,1.06,193.288008,185.47,228.48
113236575,0.6808,0,0.703,0,0,0,0,0,0,0.297,0,0.00852,0.01807,0,0,0,0.01028,0.29774,0.04377,0,0.18904,0,0,0.29495,0.13763,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,179.643008,178.63,180.02
113236591,0.0378,0,0,0,0,0,0,0,0,1,0.00529,0,0.08201,0.00265,0,0,0,0,0,0,0,0,0,0.41799,0.49206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.52,179.399004,179.01,180.12
113236599,1.7163,0,0,0,0,0,1,0,0,0,0.012,0.03333,0.00105,0,0.00128,0,0.15656,0.09305,0.04166,0,0,0,0,0.62367,0.03741,-1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.21,188.483008,182.5,220.74
113236615,0.018,0,0.18889,0,0,0,0,0,0,0.81111,0.40556,0.12778,0,0,0,0,0,0.22778,0,0,0,0,0,0.23889,0,-1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.94,188.4,187.46,189.21
113236625,0.85,0,0,0,0,0,0,0,0,1,0.01082,0.01412,0,0,0,0,0.24388,0.13271,0.02976,0,0.07176,0,0,0.34412,0.15282,1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.17,217.805,213.28,228.24
113236661,0.397,0,0,0,0,0,1,0,0,0,0.01839,0.02897,0,0,0,0,0.16801,0.07003,0.12469,0,0,0,0,0.54433,0.04559,-1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.8,219.095,216.17,228.99
113236693,6.5766,0,0.77511,0,0,0,0,0,0,0.22489,0.00423,0.01127,0,0,0,0,0.21406,0.05451,0.04245,0.00068,0.02109,0,0.00856,0.58076,0.06239,0,0,0,0,0,0,0,0,0,0,0.85572,0,0,0.14428,0,0,0,0,0.51,186.196992,180.49,204.67
113236695,0.3956,0,0,0,0,0,1,0,0,0,0.0225,0.17012,0,0,0,0,0.33645,0.05865,0.05207,0,0,0,0,0.32204,0.03817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.36,220.22,216.87,223.81
113236709,0.3703,0,0,0,0,0,0,0,0,1,0.02133,0,0,0,0,0,0,0,0,0,0,0,0,0.72617,0.2525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.33,211.135996,210.18,217.63
113236749,0.3689,0,0,0,0,0,0,0,0,1,0.02277,0.02006,0,0,0,0,0.32583,0.0141,0.10436,0,0.17539,0,0,0.26593,0.07156,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.34,205.636992,202.08,210.38
113236773,0.1025,0,1,0,0,0,0,0,0,0,0,0.25561,0,0,0,0,0.05171,0,0.05171,0,0,0,0,0.28683,0.35415,-1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,177.561992,177.19,177.92
113236801,2.7687,0,0,0,0,0,0.72265,0,0,0.27735,0.00289,0.02893,0,0,0,0,0.11493,0.14953,0.04045,0.03222,0.11413,0,0,0.46177,0.05515,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.56,205.625,196.03,222.53
113236803,0.0478,0,0,0,0,0,0.75523,0,0,0.24477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56485,0.43515,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8,196.938008,195.03,198.14
113236853,0.7098,0,0,0,0,0,1,0,0,0,0.00535,0.03367,0,0,0,0,0,0.53776,0.04748,0,0.01888,0,0,0.35376,0.0031,0,0,0,0,0,0,0,0.71429,0,0,0.28571,0,0,0,0,0,0,0,1.16,184.374004,177.04,196.75
113236857,0.2036,0,0,0,0,0,0.52063,0,0,0.47937,0.01473,0,0.00098,0,0,0,0,0.41208,0.27358,0,0.03635,0,0,0.23772,0.02456,0,0,0,0,0,0,0,0.78831,0,0,0.21169,0,0,0,0,0,0,0,0.73,183.961992,182,190.65
113236861,1.4771,0,0.1484,0,0,0,0,0,0,0.8516,0.00704,0.03967,0.01442,0,0,0.00325,0.19938,0.13892,0.16356,0.00318,0.01022,0,0,0.38427,0.03608,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.96,199.236992,187.03,225.29
113236875,5.2485,0,0.44133,0,0,0,0,0,0,0.55867,0.00581,0.01591,0.01198,0,0,1e-04,0.12512,0.04188,0.04742,0.02006,0.02515,0.03016,0.00528,0.66718,0.00394,1e-05,0,0,0,0,0,0,0,0,0,0,0,0.02378,0,0,0,0.97622,0,0.62,200.985996,195.18,219.7
113236877,0.3865,0,0.93713,0,0,0,0,0,0,0.06287,0.0207,0,0,0,0,0,0.05485,0.12807,0.0044,0.00233,0,0,0,0.78965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.85,199.054004,196.09,218.99
113236881,0.0818,0,0,0,0,0,1,0,0,0,0.02812,0.04645,0,0,0,0,0,0.34474,0.13936,0,0,0,0,0.37286,0.06846,1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.71,179.635,177.66,183.25
113236893,0.407,0,0.26314,0,0,0,0,0,0,0.73686,0.02506,0.04644,0.01695,0,0,0,0,0.12899,0.0484,0,0,0,0,0.70541,0.02875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2,181.541992,177.73,192.47
113236895,0.7993,0,0,0,0,0,1,0,0,0,0.00738,0.01589,0,0,0,0,0,0.41073,0.13024,0,0.00913,0,0,0.41324,0.01339,0,0,0,0,0,0,0,0,0,0,0.77568,0,0,0,0,0,0.22432,0,0.37,183.195,178.38,186.97
113236903,0.6149,0,0,0,0,0,1,0,0,0,0.00878,0,0.02342,0,0,0,0,0.41535,0.04326,0.00716,0.01431,0,0,0.47,0.01773,-1e-05,0,0,0,0,0,0,0,0,0,0.99886,0,0,0,0,0,0.00114,0,0.78,182.558008,178.07,189.11
113236913,1.0734,0,0.6976,0,0,0,0,0,0,0.3024,0.01686,0.00578,0,0,0,0,0,0.00755,0.0231,0,0,0,0,0.92966,0.01705,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05,181.896992,180.38,184.43
113236931,7.8939,0,0.22567,0,0,0,0,0,0,0.77433,0.00366,0.03997,0.00147,0,0,0.00014,0.02915,0.00856,0.01942,0.00318,0.08845,0.0543,0.00443,0.74288,0.0044,-1e-05,0,0,0,0,0,0,0,0,0,0,0,0.01041,0.38788,0,0,0.60171,0,0.18,185.709004,180.92,192.05
113236951,0.2699,0,0,0,0,0,0,0,0,1,0.01482,0,0.03557,0,0,0,0.24676,0.00926,0.08485,0,0.0904,0.09781,0,0.36606,0.05446,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.76,198.406992,180.73,222.11
113236955,0.213,0,0,0,0,0,0.99624,0,0,0.00376,0.00047,0.12488,0,0,0,0,0.00188,0.12817,0.21972,0,0.08028,0,0,0.40563,0.03897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99202,0.00798,0.03,179.065996,177.04,181.39
113236961,0.1593,0,0,0,0,0,0,0,0,1,0.09793,0.00691,0,0,0,0,0.00377,0.18895,0.10986,0,0,0,0.01883,0.32894,0.24482,-1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,186.725,185.85,192.38
113236965,0.6862,0.3977,0,0,0,0,0,0,0,0.6023,0.01064,0,0,0,0,0.0102,0.68945,0.00335,0.00029,0,0.01647,0.02667,0.19746,0.04547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.38,201.695996,179.93,230.95
113469899,0.5787,0,0,0,0,0,0,0,0,1,0.03802,0.03853,0.02143,0,0,0,0.11111,0.23777,0.01832,0,0.0292,0.34266,0.02488,0.13064,0.00743,1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.19,235.993008,220.87,244.38
113469915,4.9713,0,0,0,0.01766,0,0,0,0,0.98234,0.00567,0.04397,0.01851,0,0,0.00418,0.04806,0.00426,0.0043,0.01979,0.06381,0.27894,0.09515,0.38606,0.0273,0,0,0,0,0,0,0,0,0.70939,0,0.29061,0,0,0,0,0,0,0,0.69,223.274004,217.8,234.23
113469921,7.0442,0,0,0,0,0,0,0,0,1,0.00048,0.03559,0.0117,0,0,0,0.04672,0.04882,0.00321,0.00627,0.03044,0.31207,0.12654,0.35213,0.02602,1e-05,0,0,0,0,0,0,0,0.77339,0,0.22661,0,0,0,0,0,0,0,1,227.383008,215.85,245.17
113469963,1.7679,0,0,0,0,0,0,0,0,1,0.00175,0.05272,0.00011,0,0,0,0.1327,0.01951,0.01686,0.05911,0.04746,0.20623,0.23225,0.19622,0.03507,1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.24,229.333008,219.83,241.97
113469971,0.7139,0,0,0,0,0,0,0,0,1,0,0.09021,0,0,0,0,0.10169,0.03208,0.04328,0.01639,0.01555,0.07452,0.42723,0.18966,0.00939,0,0,0,0,0,0,0,0,0.92786,0,0,0,0,0.07214,0,0,0,0,1.96,232.871992,220.02,243.82
113469979,7.8317,0.06429,0,0,0,0,0,0,0,0.93571,0.00466,0.04749,0.0113,0,0,0.00232,0.07413,0.02718,0.00569,0.02167,0.00908,0.209,0.27532,0.28408,0.02808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.27,227.481992,209.72,253.7
113469985,0.339,0.00088,0,0,0,0,0,0,0,0.99912,0.02242,0.06342,0,0,0,0,0.03628,0.09794,0.02891,0,0,0.46165,0.25428,0.0351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.83,235.601992,209.76,248.02
113470071,3.7318,0,0,0,0,0,0,0,0,1,0,0.00908,0,0,0,0,0.36213,0.02873,0.01423,0.01988,0.06943,0.0503,0,0.44539,0.00083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8,234.621992,227.54,243.96
113470147,0.464,0,0,0,0,0,0.67435,0,0,0.32565,0.01832,0.06659,0,0,0,0,0.76336,0.01013,0.03168,0.0153,0.05323,0,0,0.02414,0.01724,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,265.354004,257.76,281.66
113470153,0.2445,0,0,0,0,0,0,0,0,1,0.01391,0.05112,0,0,0,0,0.4319,0.07853,0.11452,0,0,0,0,0.28303,0.02699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,260.240996,254.68,274.07
113470155,0.6814,0,0,0,0,0,0.07837,0,0,0.92163,0.00881,0.01424,0,0,0,0,0.55738,0,0.05826,0,0.00191,0,0,0.31832,0.04109,-1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,258.405996,251.84,279.38
113470249,0.8508,0,0,0,0,0,0,0,0,1,0.00458,0.02809,0,0,0,0,0.00729,0.22508,0.01175,0,0.02938,0,0,0.67654,0.01728,1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.53,209.09,205.9,219.62
113470293,30.3821,0,0,0,0,0,0.47936,0,0,0.52064,0.01363,0.06032,0.03115,0.00406,0.00319,0.00036,0.04407,0.12207,0.02514,0.00486,0.01143,0.00088,0.00036,0.64927,0.0292,1e-05,0,0,0,0,0,0,0,0,0,0.9002,0,0,0,0,0.0998,0,0,0.45,208.735,186.69,223.15
113470295,0.6511,0,0,0,0,0,0,0,0,1,0,0.02273,0,0,0,0,0.23652,0.00353,0.00998,0,0.1072,0.32622,0.09737,0.19644,0,1e-05,0,0,0,0,0,0,0,0.02073,0,0.97927,0,0,0,0,0,0,0,1.14,217.561992,211.51,222.89
113470299,0.0774,0,0,0,0,0,0,0,0,1,0.04264,0.04134,0.18217,0,0,0,0.24289,0,0.0168,0,0.36305,0.02326,0,0.08786,0,-1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.41,249.029004,245.11,254.18
113470313,1.4847,0,0,0,0,0,0.29939,0,0,0.70061,0.0229,0.06466,0,0,0,0,0.58221,0.00047,0.04115,0.03354,0.02351,0,0,0.21917,0.01239,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.11,265.505,259.65,278.42
113470325,0.1265,0,0,0,0,0,0,0,0,1,0.07194,0,0,0,0,0,0,0,0,0,0,0,0,0.79763,0.13043,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.27,216.111992,214.23,219.7
113470327,1.7656,0,0,0,0,0,0.48998,0,0,0.51002,0.00147,0.04882,0.003,0,0,0,0.19591,0.25108,0.11594,0.00272,0.01761,0,0,0.35959,0.00385,1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.84,268.815,260.11,287.87
113470349,1.2516,0,0,0,0,0,0,0,0,1,0.02501,0.04898,0.08118,0,0,0,0.46149,0.02389,0.00943,0.01438,0.02844,0,0,0.28995,0.01726,-1e-05,0.2154,0,0,0,0,0,0,0.7846,0,0,0,0,0,0,0,0,0,1.5,252.815996,246.86,263.08
113470353,0.3651,0,0,0,0,0,0.84497,0,0,0.15503,0.00192,0.01233,0,0,0,0,0.84607,0,0.03314,0,0.02575,0,0,0.04711,0.03369,-1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,268.304004,251.4,290.82
113470363,0.1029,0,0,0,0,0,0,0,0,1,0.02818,0.12342,0.25364,0,0,0,0.11273,0,0.12245,0,0.09135,0,0,0.207,0.06122,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,251.349004,248.88,262.53
113470369,1.8303,0,0,0,0,0,0.07502,0,0,0.92498,0.10048,0.12222,0.0766,0,0,0,0.41086,0.03917,0.08709,0.00497,0.02344,0,0,0.09911,0.03606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,255.245,246.53,276.85
113470383,0.0388,0,0,0,0,0,0.39433,0,0,0.60567,0.03866,0.03866,0,0,0,0,0.41753,0,0.02577,0,0,0,0,0.47938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,260.514004,250.79,274.12
113470389,2.2728,0.03832,0,0.08061,0,0,0,0,0,0.88107,0.13406,0.17146,0.27495,0.20173,0.05773,0.00374,0,0.03282,0,0,0,0.00744,0,0.09235,0.02372,0,0,0,0,0,0,0,0,0,0,0.35032,0,0,0,0,0.64968,0,0,1.23,185.96,178.37,194.98
113470391,0.1694,0,0,0,0,0,0.34061,0,0,0.65939,0.03542,0.09268,0,0,0,0,0.67296,0,0,0,0.08973,0,0,0.02656,0.08264,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,260.269004,250.41,274.86
113470393,0.7552,0,0,0,0,0,0.23543,0,0,0.76457,0.03575,0.02595,0.05376,0,0,0,0.55866,0.00953,0.04078,0,0,0,0,0.24881,0.02675,1e-05,0.97974,0,0,0,0,0,0,0.02026,0,0,0,0,0,0,0,0,0,4.19,254.215,247.45,283.3
113470397,0.7672,0,0,0,0,0,0.31413,0,0,0.68587,0.0335,0.02216,0.01356,0,0,0,0.6439,0.02542,0.03037,0,0,0,0,0.2225,0.0086,-1e-05,0.82834,0,0,0,0,0,0,0.17166,0,0,0,0,0,0,0,0,0,7.63,256.533008,242.78,285.61
113470399,7.0857,0,0,0,0,0,0.46739,0,0,0.53261,0.02931,0.06104,0.00045,0,0,0,0.4689,0.06365,0.08534,0.01225,0.02491,0,0,0.23515,0.019,0,0.34657,0,0,0,0,0,0,0.60976,0,0,0,0.04367,0,0,0,0,0,2.21,261.898008,254,286.95
113470423,1.7997,0,0,0,0,0,0.47541,0,0,0.52459,0.03595,0.08951,0.06734,0.00256,0,0,0.59143,0.05451,0.05834,0,0.01495,0,0,0.07629,0.00911,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81,260.875,248.28,286.86
113470425,1.1601,0,0,0,0,0,0.44384,0,0,0.55616,0.01241,0.07206,0.08275,0,0,0,0.6034,0.02914,0.09672,0,0.00595,0,0,0.09189,0.00569,-1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,258.839004,250.52,277.9
113470427,0.0784,0,0,0,0,0,0.04337,0,0,0.95663,0.03316,0.04974,0,0,0,0,0.59566,0,0.09694,0,0,0,0,0.22449,0,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,256.836992,251.07,267.03
113470435,14.9618,0,0,0,0,0,0.38601,0,0,0.61399,0.00352,0.03103,0.0233,0.00574,0.00082,0.00212,0.08115,0.05519,0.01982,0.00539,0.03979,0.00617,0.00706,0.67997,0.03893,0,0,0,0,0,0,0,0,0.00108,0,0.9213,0,0,0,0,0.07762,0,0,0.63,210.663008,204.68,245.42
113470445,2.2619,0,0,0,0,0,0.23365,0,0,0.76635,0.06892,0.13887,0.11517,0.00367,0,0,0.39325,0.10173,0.1325,0.01313,0.02078,0,0,0.00995,0.00203,0,0.91529,0,0,0.03011,0,0,0,0.00018,0,0,0,0.05442,0,0,0,0,0,3.94,259.595,244.7,278.57
113470459,0.1552,0,0,0,0,0,0.84149,0,0,0.15851,0.01031,0,0,0,0,0,0.07925,0,0,0,0,0,0,0.88402,0.02642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.34,218.890996,216.38,221.52
113470463,9.9066,0,0,0,0,0,0.59558,0,0,0.40442,0.01418,0.04243,0.00416,0,0,0.00355,0.4938,0.02292,0.08195,0.01586,0.02641,0,0.00172,0.24971,0.04331,0,0.13994,0,0,0,0,0,0,0.73072,0,0,0,0.12934,0,0,0,0,0,1.66,272.133008,262.97,295.74
113470465,1.6808,0,0,0,0,0,0.72293,0,0,0.27707,0.00553,0.08294,0.00732,0,0,0,0.29242,0.31747,0.1507,0.02796,0.06545,0,0,0.04504,0.00518,-1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,260.520996,244.79,284.05
113470473,0.0499,0,0,0,0,0,0,0,0,1,0.05611,0.26854,0.1984,0,0,0,0,0,0,0.02605,0.09619,0,0,0.11824,0.23647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.67,209.649004,208.41,210.27
113470505,0.8626,0,0,0,0,0,0.14317,0,0,0.85683,0.00858,0.1208,0.05785,0,0,0,0.04649,0.17969,0.33306,0.02608,0.15419,0,0,0.03188,0.04139,-1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,256.546992,241.44,265.7
113470525,4.3756,0,0,0,0,0,0.59871,0,0,0.40129,0.0123,0.1108,0.03033,0,0,0,0.27614,0.19757,0.09196,0.02226,0.08956,0,0,0.14567,0.0234,1e-05,0.86098,0,0,0,0,0,0,0.13902,0,0,0,0,0,0,0,0,0,1.23,270.148008,263.01,296.65
113470619,0.1304,0,0,0,0,0,0,0,0,1,0.0023,0.07592,0.01994,0,0,0,0.02991,0.1112,0,0.14954,0.06058,0.06058,0.1296,0.20475,0.15567,1e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.64,222.105,218.47,225.43
113470651,1.8635,0,0,0,0,0,0.44674,0,0,0.55326,0.00064,0.07357,0,0,0,0,0.54564,0.08591,0.07287,0.00778,0.04486,0,0,0.15471,0.01401,1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.31,287.408008,272.3,314.89
113470673,0.3873,0,0,0,0,0,0.81048,0,0,0.18952,0.01162,0.071,0.00878,0,0,0,0.12006,0.14846,0.13684,0.01291,0.23522,0,0,0.20243,0.05267,1e-05,0.32791,0,0,0,0,0,0,0.67209,0,0,0,0,0,0,0,0,0,1.87,245.724004,235.47,255.93
113470697,1.7279,0,0,0,0,0,0.99965,0,0,0.00035,0.01152,0.10707,0,0,0,0,0.35986,0.2198,0.08913,0.02564,0.07142,0,0,0.093,0.02257,-1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.45,283.108008,273.41,292.89
113470727,1.0257,0,0,0,0,0,0.85074,0,0,0.14926,0.02398,0.07634,0,0,0,0,0.44292,0.2489,0.04377,0.00448,0.01238,0,0,0.11436,0.03286,1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.07,284.989004,266.79,336.32
113470737,3.9813,0,0,0,0,0,0,0,0,1,0.00206,0.00256,0,0,0,0,0.55849,0.03969,0.07101,0.00397,0.03825,0.00625,0.01198,0.262,0.00374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.73,242.709004,224.31,272.79
113470763,1.544,0,0,0,0,0,0.63012,0,0,0.36988,0.01587,0.01263,0.00019,0,0,0,0.6353,0.03867,0.01334,0.02131,0.15026,0,0.03251,0.06826,0.01166,0,0.10266,0,0,0,0,0,0,0.89734,0,0,0,0,0,0,0,0,0,3.31,298.928008,274.53,369.2
113470819,3.9243,0,0,0,0,0,0.11286,0,0,0.88714,0.01277,0.07915,0.02334,0.00392,3e-05,0,0.71493,0.03629,0.02915,0.01297,0.0474,0.00316,0.00204,0.02604,0.00882,-1e-05,0.06582,0,0,0,0,0,0,0.93418,0,0,0,0,0,0,0,0,0,4.8,298.091992,265.37,340.34
113470867,0.2792,0,0,0,0,0,0,0,0,1,0.01683,0.09277,0.16476,0,0,0.01397,0.42371,0,0.05337,0,0.18947,0,0,0.03474,0.01039,-1e-05,0.34241,0,0,0,0,0,0,0.65759,0,0,0,0,0,0,0,0,0,4.12,264.839004,242.7,301.63
113470895,4.4543,0,0,0.00164,0,0,0,0,0,0.99836,0.0114,0.08794,0.1114,0.02418,0.00422,0,0.14193,0.12925,0.08515,0.01946,0.11326,0.00617,0.02187,0.20326,0.0405,1e-05,0.94735,0,0,0,0,0,0,0.05265,0,0,0,0,0,0,0,0,0,1.1,272.14,265.7,314.37
113470905,0.0632,0,0,0,0,0,0,0,0,1,0,0.04747,0.33228,0,0,0,0.02848,0,0,0.06013,0.20095,0,0.19146,0,0.13924,-1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,309.439004,306.24,314.47
113470929,1.816,0,0,0,0,0,0,0,0,1,0.013,0.05666,0.04025,0,0,0.01685,0.51602,0.01415,0.00341,0.02131,0.06982,0.00077,0.21145,0.02307,0.01322,2e-05,0,0,0,0.6826,0,0,0,0.3174,0,0,0,0,0,0,0,0,0,5.38,351.201992,315.22,412.82
113470971,0.3067,0,0,0,0,0,0,0,0,1,0.02706,0.17705,0.05086,0,0,0,0.15716,0,0,0.05673,0.09912,0.00685,0.22302,0.16303,0.03913,-1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,304.179004,297.38,323.51
113470985,1.2435,0,0,0,0,0,0.13181,0,0,0.86819,0.04367,0.12224,0.12256,0.00241,0,0,0.19019,0.09095,0.02557,0.00925,0.08162,0.00233,0.0653,0.23353,0.01037,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,275.758008,266.9,291.51
113470989,4.8051,0,0,0,0,0,0.12339,0,0,0.87661,0.00235,0.03455,0.01238,0,0,0,0.29132,0.13303,0.04751,0.00666,0.05326,0.02235,0.01455,0.36567,0.01638,-1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.95,241.700996,226.87,283.46
113471001,55.2226,0,0,0,0,0.00251,0,0,0,0.99749,0.01045,0.03913,0.02109,0.00224,0.00043,0.00049,0.26278,0.05196,0.02283,0.01591,0.04825,0.04526,0.0575,0.34663,0.07505,0,0.23796,0,0,0.23722,0,0,0,0.49873,0,0,0,0,0.02609,0,0,0,0,1.64,237.698008,220.61,299.4
113471013,2.4654,0,0,0.00393,0,0,0.21141,0,0,0.78466,0.03379,0.0883,0.09147,0.00077,0,0,0.17028,0.11694,0.12854,0.01493,0.15073,0,0.00957,0.14947,0.04523,-2e-05,0.99663,0,0,0,0,0,0,0.00337,0,0,0,0,0,0,0,0,0,1.77,273.15,266.11,336.81
113471035,1.4036,0,0,0,0,0,0,0,0,1,0.03876,0.12432,0.01852,0,0,0,0.6571,0.00919,0.0151,0.0052,0.00506,0,0,0.11278,0.01396,1e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,419.905,412.44,436.36
113471049,4.5512,0,0,0,0,0,0,0,0,1,0.00681,0.08048,0.00732,0,0,0,0.48818,0.07899,0.07866,0.01362,0.02388,0,0,0.20401,0.01804,1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.87,263.745996,243.61,314.22
113471071,3.2751,0.00403,0,0,0,0,0,0,0,0.99597,0.04995,0.08983,0.05908,0,0,0,0.39403,0.15364,0.10583,0.00311,0.02571,0.00684,0,0.09957,0.0124,1e-05,0.35953,0,0,0,0,0,0,0.61226,0,0,0,0.02821,0,0,0,0,0,3.35,246.656992,230.89,281.03
