"NEW_KEY","COUNTY","LONG_DD","LAT_DD","Water_Body_Name","Survey_Number","SURVEY_YEAR","Survey_Purpose","TARGET_SPECIES","GEAR","EFFORT_MEASURE","EFFORT","SAMPLE_START_DATE","SAMPLE_END_DATE"
"75-297","Schoolcraft",-86.26843,46.11332,"Dodge Lake",6320,2006,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",8,"6/13/06","6/14/06"
"75-297","Schoolcraft",-86.26843,46.11332,"Dodge Lake",6320,2006,"Status & Trends","ALL SPECIES","SEINE","HAULS",3,"6/15/06","6/15/06"
"22-375","Dickinson",-88.05982,46.18249,"Sawyer Lake",6334,2006,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"6/21/06","6/21/06"
"22-375","Dickinson",-88.05982,46.18249,"Sawyer Lake",6334,2006,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",18,"6/26/06","6/28/06"
"22-375","Dickinson",-88.05982,46.18249,"Sawyer Lake",6334,2006,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",4,"6/26/06","6/27/06"
"43-198","Lake",-85.9751,44.06804,"Loon Lake",6337,2006,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"8/2/06","8/2/06"
"43-198","Lake",-85.9751,44.06804,"Loon Lake",6337,2006,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"6/19/06","6/20/06"
"43-198","Lake",-85.9751,44.06804,"Loon Lake",6337,2006,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",3,"6/19/06","6/21/06"
"43-198","Lake",-85.9751,44.06804,"Loon Lake",6337,2006,"Status & Trends","ALL SPECIES","SEINE","HAULS",3,"8/2/06","8/2/06"
"43-198","Lake",-85.9751,44.06804,"Loon Lake",6337,2006,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"6/19/06","6/21/06"
"48-43","Luce",-85.65454,46.30582,"East Lake",6376,2006,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"8/22/06","8/22/06"
"48-43","Luce",-85.65454,46.30582,"East Lake",6376,2006,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"5/30/06","5/31/06"
"48-43","Luce",-85.65454,46.30582,"East Lake",6376,2006,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",12,"5/30/06","6/1/06"
"48-43","Luce",-85.65454,46.30582,"East Lake",6376,2006,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/30/06","5/30/06"
"48-43","Luce",-85.65454,46.30582,"East Lake",6376,2006,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",6,"5/30/06","6/1/06"
"48-643","Luce",-85.67038,46.59943,"Camp Eight Lake",6377,2006,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",28.8,"8/15/06","8/15/06"
"48-643","Luce",-85.67038,46.59943,"Camp Eight Lake",6377,2006,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"6/5/06","6/6/06"
"48-643","Luce",-85.67038,46.59943,"Camp Eight Lake",6377,2006,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",12,"6/5/06","6/7/06"
"48-643","Luce",-85.67038,46.59943,"Camp Eight Lake",6377,2006,"Status & Trends","ALL SPECIES","SEINE","HAULS",3,"6/5/06","6/5/06"
"17-265","Chippewa",-84.9801,46.31749,"Walker Lake",6452,2006,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",3,"8/29/06","8/29/06"
"17-265","Chippewa",-84.9801,46.31749,"Walker Lake",6452,2006,"Status & Trends","ALL SPECIES","SEINE","HAULS",2,"8/29/06","8/29/06"
"17-265","Chippewa",-84.9801,46.31749,"Walker Lake",6452,2006,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"8/29/06","8/29/06"
"17-497","Chippewa",-85.12343,46.75693,"Weatherhogs Lake",6453,2006,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",8,"8/23/06","8/24/06"
"17-497","Chippewa",-85.12343,46.75693,"Weatherhogs Lake",6453,2006,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"8/23/06","8/23/06"
"17-497","Chippewa",-85.12343,46.75693,"Weatherhogs Lake",6453,2006,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",4,"8/23/06","8/23/06"
"27-761","Gogebic",-89.5751,46.27915,"Pomeroy Lake",6506,2006,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"8/23/06","8/23/06"
"27-761","Gogebic",-89.5751,46.27915,"Pomeroy Lake",6506,2006,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"5/30/06","5/31/06"
"27-761","Gogebic",-89.5751,46.27915,"Pomeroy Lake",6506,2006,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",12,"5/30/06","5/31/06"
"27-761","Gogebic",-89.5751,46.27915,"Pomeroy Lake",6506,2006,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",4,"5/30/06","5/31/06"
"36-1529","Iron",-88.66177,46.36221,"Perch Lake",6507,2006,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30.7,"8/22/06","8/22/06"
"36-1529","Iron",-88.66177,46.36221,"Perch Lake",6507,2006,"Status & Trends","ALL SPECIES","IGNET","LIFTS",2,"6/12/06","6/12/06"
"36-1529","Iron",-88.66177,46.36221,"Perch Lake",6507,2006,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",24,"6/12/06","6/14/06"
"36-1529","Iron",-88.66177,46.36221,"Perch Lake",6507,2006,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",6,"6/12/06","6/14/06"
"48-608","Luce",-85.7126,46.66249,"Ready Lakes",6572,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",3,"8/28/06","8/28/06"
"48-608","Luce",-85.7126,46.66249,"Ready Lakes",6572,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",2,"8/28/06","8/28/06"
"48-608","Luce",-85.7126,46.66249,"Ready Lakes",6572,2007,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"8/28/06","8/28/06"
"35-54","Iosco",-83.48593,44.31332,"Tawas Lake",6590,2006,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",1,"5/16/06","5/16/06"
"35-54","Iosco",-83.48593,44.31332,"Tawas Lake",6590,2006,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"5/15/06","5/17/06"
"67-288","Osceola",-85.41676,43.99582,"Wells Lake",6624,2006,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"7/13/06","7/13/06"
"67-288","Osceola",-85.41676,43.99582,"Wells Lake",6624,2006,"Status & Trends","ALL SPECIES","IGNET","LIFTS",6,"5/30/06","6/1/06"
"67-288","Osceola",-85.41676,43.99582,"Wells Lake",6624,2006,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",6,"5/30/06","5/31/06"
"67-288","Osceola",-85.41676,43.99582,"Wells Lake",6624,2006,"Status & Trends","ALL SPECIES","SEINE","HAULS",2,"7/13/06","7/13/06"
"67-288","Osceola",-85.41676,43.99582,"Wells Lake",6624,2006,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",6,"5/30/06","6/1/06"
"52-1360","Marquette",-87.95761,46.5858,"Clear Lake",6665,2006,"Status & Trends","ALL SPECIES","IGNET","LIFTS",5,"7/18/06","7/19/06"
"52-1360","Marquette",-87.95761,46.5858,"Clear Lake",6665,2006,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",4,"7/18/06","7/18/06"
"52-1360","Marquette",-87.95761,46.5858,"Clear Lake",6665,2006,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"7/18/06","7/18/06"
"52-1356","Marquette",-87.89399,46.59165,"Wolf Lake",6693,2006,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",33.33333333,"8/23/06","8/23/06"
"52-1356","Marquette",-87.89399,46.59165,"Wolf Lake",6693,2006,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"7/11/06","7/12/06"
"52-1356","Marquette",-87.89399,46.59165,"Wolf Lake",6693,2006,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",5,"7/11/06","7/11/06"
"52-1356","Marquette",-87.89399,46.59165,"Wolf Lake",6693,2006,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"7/12/06","7/12/06"
"52-1356","Marquette",-87.89399,46.59165,"Wolf Lake",6693,2006,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",4,"7/11/06","7/12/06"
"5-2","Antrim",-85.38343,44.86665,"Elk Lake",6783,2008,"Status & Trends","ALL SPECIES","GLGNET","LIFTS",4,"6/4/08","6/5/08"
"5-2","Antrim",-85.38343,44.86665,"Elk Lake",6783,2008,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"6/2/08","6/3/08"
"5-2","Antrim",-85.38343,44.86665,"Elk Lake",6783,2008,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",20,"6/2/08","6/5/08"
"5-2","Antrim",-85.38343,44.86665,"Elk Lake",6783,2008,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",12,"6/2/08","6/5/08"
"40-145","Kalkaska",-85.07899,44.7286,"Crawford Lake",6785,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"9/25/07","9/25/07"
"40-145","Kalkaska",-85.07899,44.7286,"Crawford Lake",6785,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"5/7/07","5/8/07"
"40-145","Kalkaska",-85.07899,44.7286,"Crawford Lake",6785,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",6,"5/7/07","5/8/07"
"40-145","Kalkaska",-85.07899,44.7286,"Crawford Lake",6785,2007,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"5/7/07","5/8/07"
"40-145","Kalkaska",-85.07899,44.7286,"Crawford Lake",6785,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",2,"5/7/07","5/8/07"
"48-650","Luce",-85.75316,46.66249,"Blind Sucker Flooding",6824,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"8/29/07","8/29/07"
"48-650","Luce",-85.75316,46.66249,"Blind Sucker Flooding",6824,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",9,"5/15/07","5/17/07"
"48-650","Luce",-85.75316,46.66249,"Blind Sucker Flooding",6824,2007,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",6,"5/15/07","5/16/07"
"48-650","Luce",-85.75316,46.66249,"Blind Sucker Flooding",6824,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",6,"5/15/07","5/17/07"
"79-2","Tuscola",-83.46176,43.29999,"Murphy Lake",6865,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",45,"5/17/07","5/17/07"
"79-2","Tuscola",-83.46176,43.29999,"Murphy Lake",6865,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",2,"5/14/07","5/14/07"
"79-2","Tuscola",-83.46176,43.29999,"Murphy Lake",6865,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/14/07","5/14/07"
"79-2","Tuscola",-83.46176,43.29999,"Murphy Lake",6865,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",15,"4/11/07","5/16/07"
"5-1","Antrim",-85.35028,44.82789,"Lake Skegemog",6870,2008,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",11,"6/2/08","6/4/08"
"5-1","Antrim",-85.35028,44.82789,"Lake Skegemog",6870,2008,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"6/2/08","6/3/08"
"5-1","Antrim",-85.35028,44.82789,"Lake Skegemog",6870,2008,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",3,"6/2/08","6/4/08"
"56-14","Midland",-84.38009,43.67693,"Sanford Lake",6887,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30.6,"6/12/07","6/12/07"
"56-14","Midland",-84.38009,43.67693,"Sanford Lake",6887,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"5/14/07","5/15/07"
"56-14","Midland",-84.38009,43.67693,"Sanford Lake",6887,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",21,"3/23/07","5/17/07"
"56-14","Midland",-84.38009,43.67693,"Sanford Lake",6887,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",6,"5/15/07","5/15/07"
"56-14","Midland",-84.38009,43.67693,"Sanford Lake",6887,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",23,"3/23/07","5/17/07"
"18-206","Clare",-84.79426,44.02027,"Budd Lake",6888,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30.6,"6/5/07","6/5/07"
"18-206","Clare",-84.79426,44.02027,"Budd Lake",6888,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"5/7/07","5/8/07"
"18-206","Clare",-84.79426,44.02027,"Budd Lake",6888,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",3,"5/7/07","5/9/07"
"18-206","Clare",-84.79426,44.02027,"Budd Lake",6888,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/7/07","5/7/07"
"18-206","Clare",-84.79426,44.02027,"Budd Lake",6888,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"5/7/07","5/9/07"
"18-196","Clare",-84.74371,44.05749,"Cranberry Lake",6889,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30.6,"6/14/07","6/14/07"
"18-196","Clare",-84.74371,44.05749,"Cranberry Lake",6889,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"5/21/07","5/22/07"
"18-196","Clare",-84.74371,44.05749,"Cranberry Lake",6889,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",2,"5/22/07","5/23/07"
"18-196","Clare",-84.74371,44.05749,"Cranberry Lake",6889,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/21/07","5/21/07"
"18-196","Clare",-84.74371,44.05749,"Cranberry Lake",6889,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"5/21/07","5/23/07"
"59-395","Montcalm",-84.94287,43.40832,"Rock Lake",6890,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30.6,"6/7/07","6/7/07"
"59-395","Montcalm",-84.94287,43.40832,"Rock Lake",6890,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",2,"5/29/07","5/29/07"
"59-395","Montcalm",-84.94287,43.40832,"Rock Lake",6890,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",3,"5/29/07","5/31/07"
"59-395","Montcalm",-84.94287,43.40832,"Rock Lake",6890,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",2,"5/31/07","5/31/07"
"59-395","Montcalm",-84.94287,43.40832,"Rock Lake",6890,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",6,"5/29/07","5/31/07"
"59-155","Montcalm",-85.05982,43.25221,"Half Moon Lake",6900,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",2,"4/30/07","4/30/07"
"59-155","Montcalm",-85.05982,43.25221,"Half Moon Lake",6900,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",2,"5/2/07","5/2/07"
"59-155","Montcalm",-85.05982,43.25221,"Half Moon Lake",6900,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"4/30/07","5/2/07"
"47-68","Livingston",-83.84759,42.49971,"Bishop Lake",6901,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"5/30/07","5/31/07"
"47-68","Livingston",-83.84759,42.49971,"Bishop Lake",6901,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"5/8/07","5/9/07"
"47-68","Livingston",-83.84759,42.49971,"Bishop Lake",6901,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",3,"5/7/07","5/9/07"
"47-68","Livingston",-83.84759,42.49971,"Bishop Lake",6901,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/8/07","5/9/07"
"47-68","Livingston",-83.84759,42.49971,"Bishop Lake",6901,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"5/7/07","5/9/07"
"71-11","PresqueIsle",-84.17454,45.24443,"Shoepac Lake",6903,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",7,"5/7/07","5/9/07"
"71-11","PresqueIsle",-84.17454,45.24443,"Shoepac Lake",6903,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",7,"5/7/07","5/9/07"
"71-11","PresqueIsle",-84.17454,45.24443,"Shoepac Lake",6903,2007,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"5/7/07","5/8/07"
"71-11","PresqueIsle",-84.17454,45.24443,"Shoepac Lake",6903,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",5,"5/7/07","5/9/07"
"36-686","Iron",-88.46927,46.19276,"Fire Lake",6908,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"6/27/07","6/27/07"
"36-686","Iron",-88.46927,46.19276,"Fire Lake",6908,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",36,"6/11/07","6/14/07"
"36-686","Iron",-88.46927,46.19276,"Fire Lake",6908,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",12,"6/11/07","6/13/07"
"79-44","Tuscola",-83.40839,43.46015,"Caro Impoundment",6911,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30.6,"5/30/07","5/30/07"
"79-44","Tuscola",-83.40839,43.46015,"Caro Impoundment",6911,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",4,"5/7/07","5/8/07"
"79-44","Tuscola",-83.40839,43.46015,"Caro Impoundment",6911,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/7/07","5/7/07"
"79-44","Tuscola",-83.40839,43.46015,"Caro Impoundment",6911,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",6,"5/7/07","5/8/07"
"3-178","Allegan",-86.13009,42.57971,"Hutchins Lake",6912,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"5/31/07","5/31/07"
"3-178","Allegan",-86.13009,42.57971,"Hutchins Lake",6912,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",6,"5/7/07","5/8/07"
"3-178","Allegan",-86.13009,42.57971,"Hutchins Lake",6912,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",9,"5/7/07","5/9/07"
"3-178","Allegan",-86.13009,42.57971,"Hutchins Lake",6912,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/31/07","5/31/07"
"3-178","Allegan",-86.13009,42.57971,"Hutchins Lake",6912,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"5/7/07","5/9/07"
"65-200","Ogemaw",-83.92037,44.42999,"Au Sable Lake",6915,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"9/20/07","9/20/07"
"65-200","Ogemaw",-83.92037,44.42999,"Au Sable Lake",6915,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"5/15/07","5/16/07"
"65-200","Ogemaw",-83.92037,44.42999,"Au Sable Lake",6915,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",4,"5/15/07","5/16/07"
"65-200","Ogemaw",-83.92037,44.42999,"Au Sable Lake",6915,2007,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"5/15/07","5/16/07"
"65-200","Ogemaw",-83.92037,44.42999,"Au Sable Lake",6915,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",4,"5/15/07","5/16/07"
"65-104","Ogemaw",-84.28315,44.40499,"Clear Lake",6916,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"9/26/07","9/26/07"
"65-104","Ogemaw",-84.28315,44.40499,"Clear Lake",6916,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",3,"5/29/07","5/30/07"
"65-104","Ogemaw",-84.28315,44.40499,"Clear Lake",6916,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",6,"5/29/07","5/30/07"
"65-104","Ogemaw",-84.28315,44.40499,"Clear Lake",6916,2007,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"5/29/07","5/30/07"
"65-104","Ogemaw",-84.28315,44.40499,"Clear Lake",6916,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",4,"5/29/07","5/30/07"
"18-123","Clare",-84.90315,43.99443,"Lily Lake",6918,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"10/3/07","10/3/07"
"18-123","Clare",-84.90315,43.99443,"Lily Lake",6918,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",8,"6/18/07","6/19/07"
"18-123","Clare",-84.90315,43.99443,"Lily Lake",6918,2007,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"6/18/07","6/19/07"
"63-263","Oakland",-83.43232,42.57999,"Middle Straits Lake",6919,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"5/29/07","5/29/07"
"63-263","Oakland",-83.43232,42.57999,"Middle Straits Lake",6919,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",3,"5/7/07","5/8/07"
"63-263","Oakland",-83.43232,42.57999,"Middle Straits Lake",6919,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",3,"5/7/07","5/9/07"
"63-263","Oakland",-83.43232,42.57999,"Middle Straits Lake",6919,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/7/07","5/7/07"
"63-263","Oakland",-83.43232,42.57999,"Middle Straits Lake",6919,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"5/7/07","5/9/07"
"80-233","Van Buren",-85.95176,42.19249,"Threemile Lake",6920,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"5/29/07","5/29/07"
"80-233","Van Buren",-85.95176,42.19249,"Threemile Lake",6920,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",6,"5/14/07","5/16/07"
"80-233","Van Buren",-85.95176,42.19249,"Threemile Lake",6920,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",3,"5/14/07","5/16/07"
"80-233","Van Buren",-85.95176,42.19249,"Threemile Lake",6920,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/29/07","5/29/07"
"80-233","Van Buren",-85.95176,42.19249,"Threemile Lake",6920,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"5/14/07","5/16/07"
"3-71","Allegan",-86.04009,42.43499,"Osterhout Lake",6924,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",40,"5/30/07","5/30/07"
"3-71","Allegan",-86.04009,42.43499,"Osterhout Lake",6924,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",6,"5/21/07","5/23/07"
"3-71","Allegan",-86.04009,42.43499,"Osterhout Lake",6924,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",6,"5/21/07","5/23/07"
"3-71","Allegan",-86.04009,42.43499,"Osterhout Lake",6924,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/30/07","5/30/07"
"3-71","Allegan",-86.04009,42.43499,"Osterhout Lake",6924,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",6,"5/21/07","5/23/07"
"47-252","Livingston",-83.8487,42.58221,"Lake Chemung",6926,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30.6,"5/24/07","5/24/07"
"47-252","Livingston",-83.8487,42.58221,"Lake Chemung",6926,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",2,"5/21/07","5/21/07"
"47-252","Livingston",-83.8487,42.58221,"Lake Chemung",6926,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",4,"5/21/07","5/21/07"
"47-252","Livingston",-83.8487,42.58221,"Lake Chemung",6926,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"5/21/07","5/23/07"
"63-731","Oakland",-83.45843,42.66666,"Pontiac Lake",6927,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"5/31/07","5/31/07"
"63-731","Oakland",-83.45843,42.66666,"Pontiac Lake",6927,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",3,"5/15/07","5/17/07"
"63-731","Oakland",-83.45843,42.66666,"Pontiac Lake",6927,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",10,"5/14/07","5/17/07"
"63-731","Oakland",-83.45843,42.66666,"Pontiac Lake",6927,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",5,"5/15/07","5/15/07"
"63-731","Oakland",-83.45843,42.66666,"Pontiac Lake",6927,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",11,"5/14/07","5/17/07"
"69-61","Otsego",-84.69232,44.95554,"Otsego Lake",6931,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"9/19/07","9/19/07"
"69-61","Otsego",-84.69232,44.95554,"Otsego Lake",6931,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",10,"5/21/07","5/23/07"
"69-61","Otsego",-84.69232,44.95554,"Otsego Lake",6931,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",18,"5/21/07","5/23/07"
"69-61","Otsego",-84.69232,44.95554,"Otsego Lake",6931,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",2,"5/23/07","5/23/07"
"69-61","Otsego",-84.69232,44.95554,"Otsego Lake",6931,2007,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",4,"5/21/07","5/22/07"
"69-61","Otsego",-84.69232,44.95554,"Otsego Lake",6931,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",21,"5/21/07","5/23/07"
"44-79","Lapeer",-83.3762,42.88499,"Davison Lake",6933,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30.6,"6/28/07","6/28/07"
"44-79","Lapeer",-83.3762,42.88499,"Davison Lake",6933,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"6/11/07","6/12/07"
"44-79","Lapeer",-83.3762,42.88499,"Davison Lake",6933,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",3,"6/11/07","6/11/07"
"44-79","Lapeer",-83.3762,42.88499,"Davison Lake",6933,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"6/11/07","6/13/07"
"71-115","PresqueIsle",-83.96649,45.29388,"Lost Lake",6938,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",4,"6/4/07","6/5/07"
"71-115","PresqueIsle",-83.96649,45.29388,"Lost Lake",6938,2007,"Status & Trends","ALL SPECIES","LMFYKE","LIFTS",13,"6/4/07","6/6/07"
"71-115","PresqueIsle",-83.96649,45.29388,"Lost Lake",6938,2007,"Status & Trends","ALL SPECIES","SEINE","HAULS",3,"6/4/07","6/6/07"
"71-115","PresqueIsle",-83.96649,45.29388,"Lost Lake",6938,2007,"Status & Trends","ALL SPECIES","SMFYKE","LIFTS",2,"6/4/07","6/4/07"
"71-115","PresqueIsle",-83.96649,45.29388,"Lost Lake",6938,2007,"Status & Trends","ALL SPECIES","TRAPNET","LIFTS",9,"6/4/07","6/6/07"
"61-125","Muskegon",-86.38037,43.37721,"White Lake",6941,2007,"Status & Trends","ALL SPECIES","BOOMSHK","MINUT",30,"6/25/07","6/26/07"
"61-125","Muskegon",-86.38037,43.37721,"White Lake",6941,2007,"Status & Trends","ALL SPECIES","IGNET","LIFTS",9,"6/11/07","6/13/07"
